"respondent_id","interview_date","district","upazila","respondent_type","age","sex","ethnicity","education_level","household_size","monthly_income_bdt","land_ownership","climate_shocks_experienced","crop_loss_last3yrs","livelihood_disrupted","years_in_programme","attended_climate_training","adaptation_practices_score_baseline","adaptation_practices_score_endline","resilience_index_baseline","resilience_index_endline","access_early_warning_baseline","access_early_warning_endline","women_decision_making_baseline","women_decision_making_endline","livelihood_sources_baseline","livelihood_sources_endline","wcrc_functionality","satisfaction_score","savings_monthly_bdt","food_security","climate_knowledge_score"
"COR-0300",2024-09-17,"Rangamati","Naniarchar","Village Women Group (VWG)",45,"Female","Chakma","Secondary (Class 6-10)",4,8455,"No","None","No","No",3,"Yes",1,3,43,61,"No","No","Sometimes","Sometimes",2,3,NA,5,0,"Severely Food Insecure",14
"COR-0301",2024-09-11,"Rangamati","Barkal","Local Government Representative",39,"Female","Bengali","Secondary (Class 6-10)",5,13320,"Yes","Erratic Rainfall","Yes","Yes",4,"Yes",2,5,31,38,"No","Yes","Rarely","Often",3,4,NA,5,0,"Food Secure",10
"COR-0302",2024-11-10,"Khagrachari","Dighinala","Community Stakeholder",25,"Female","Bengali","No formal education",5,12743,"No","Landslide","No","No",2,"Yes",2,3,10,17,"No","No","Sometimes","Always",1,2,NA,5,1573,"Severely Food Insecure",8
"COR-0303",2024-10-25,"Khagrachari","Dighinala","Local Government Representative",36,"Male","Marma","Secondary (Class 6-10)",7,12994,"Yes","Landslide","Yes","Yes",4,"Yes",3,8,50,69,"No","Yes","Often","Often",3,3,NA,4,1094,"Mildly Food Insecure",16
"COR-0304",2024-10-07,"Bandarban","Rowangchhari","Village Women Group (VWG)",57,"Female","Chakma","No formal education",5,11257,"No","Landslide","Yes","Yes",3,"Yes",2,4,47,51,"No","Yes","Always","Always",1,1,NA,3,888,"Mildly Food Insecure",14
"COR-0305",2024-11-30,"Bandarban","Alikadam","Village Women Group (VWG)",29,"Female","Tanchangya","No formal education",5,4926,"Yes","Landslide","No","Yes",3,"No",4,6,21,30,"No","No","Sometimes","Often",1,3,NA,4,2424,"Moderately Food Insecure",14
"COR-0306",2024-10-19,"Rangamati","Kaptai","Village Women Group (VWG)",52,"Female","Chakma","Secondary (Class 6-10)",4,14613,"Yes","Erratic Rainfall","Yes","Yes",4,"Yes",2,3,27,41,"No","Yes","Rarely","Never",3,4,NA,2,1680,"Mildly Food Insecure",16
"COR-0307",2024-11-23,"Bandarban","Rowangchhari","Youth Group",23,"Male","Tripura","Primary (Class 1-5)",5,8831,"No","Landslide","Yes","No",4,"Yes",2,4,52,62,"No","Yes","Often","Rarely",2,5,NA,3,0,"Food Secure",15
"COR-0308",2024-10-01,"Khagrachari","Panchhari","Village Women Group (VWG)",44,"Female","Marma","No formal education",6,13703,"Yes","Landslide","Yes","Yes",4,"Yes",3,4,33,51,"No","No","Always","Sometimes",2,4,NA,4,0,"Moderately Food Insecure",15
"COR-0309",2024-09-12,"Rangamati","Kaptai","Village Women Group (VWG)",40,"Female","Chakma","Graduate and above",3,18076,"No","Landslide","Yes","No",3,"Yes",8,9,42,43,"No","Yes","Rarely","Sometimes",1,1,NA,5,297,"Food Secure",11
"COR-0310",2024-09-12,"Bandarban","Alikadam","Women's Climate Resilience Committee (WCRC)",47,"Female","Marma","Secondary (Class 6-10)",4,8906,"No","Multiple","No","Yes",4,"Yes",5,8,32,48,"No","No","Rarely","Often",2,2,3,3,1142,"Moderately Food Insecure",13
"COR-0311",2024-09-14,"Rangamati","Rajasthali","Village Women Group (VWG)",42,"Female","Marma","Primary (Class 1-5)",7,12011,"Yes","Landslide","No","Yes",3,"Yes",4,8,28,42,"No","Yes","Never","Sometimes",2,2,NA,5,1150,"Severely Food Insecure",14
"COR-0312",2024-11-06,"Rangamati","Kaptai","Women's Climate Resilience Committee (WCRC)",45,"Female","Murung","Primary (Class 1-5)",4,8039,"No","Multiple","No","No",2,"Yes",4,5,40,43,"No","Yes","Rarely","Sometimes",2,3,4,4,828,"Mildly Food Insecure",18
"COR-0313",2024-11-12,"Khagrachari","Dighinala","Youth Group",23,"Male","Chakma","Primary (Class 1-5)",4,10380,"Yes","Landslide","Yes","Yes",4,"Yes",5,8,45,51,"No","Yes","Rarely","Often",1,3,NA,3,0,"Severely Food Insecure",13
"COR-0314",2024-10-31,"Rangamati","Kaptai","Youth Group",23,"Female","Chakma","Primary (Class 1-5)",5,12210,"No","Drought","Yes","No",1,"No",4,5,50,54,"No","Yes","Rarely","Always",3,5,NA,4,0,"Mildly Food Insecure",20
"COR-0315",2024-10-22,"Rangamati","Naniarchar","Women's Climate Resilience Committee (WCRC)",45,"Female","Chakma","No formal education",8,11784,"No","Drought","No","Yes",3,"No",2,4,43,55,"No","No","Always","Always",2,5,4,5,0,"Food Secure",11
"COR-0316",2024-10-16,"Rangamati","Barkal","Women's Climate Resilience Committee (WCRC)",28,"Female","Bengali","HSC/Equivalent",5,8761,"Yes","Landslide","Yes","Yes",3,"Yes",3,6,47,59,"No","Yes","Always","Sometimes",4,3,3,5,990,"Mildly Food Insecure",20
"COR-0317",2024-10-14,"Rangamati","Baghaichhari","Women's Climate Resilience Committee (WCRC)",36,"Female","Bawm","Primary (Class 1-5)",3,8713,"Yes","Landslide","Yes","Yes",4,"Yes",3,4,48,56,"Yes","No","Always","Often",5,1,2,4,0,"Moderately Food Insecure",12
"COR-0318",2024-11-05,"Bandarban","Thanchi","Women's Climate Resilience Committee (WCRC)",57,"Female","Bawm","HSC/Equivalent",4,11960,"No","Erratic Rainfall","Yes","No",3,"No",3,5,50,68,"Yes","Yes","Sometimes","Often",2,3,2,4,1352,"Moderately Food Insecure",11
"COR-0319",2024-10-18,"Khagrachari","Khagrachari Sadar","Community Stakeholder",33,"Male","Pangkhua","HSC/Equivalent",3,11666,"Yes","Multiple","Yes","Yes",2,"Yes",1,2,57,67,"No","No","Never","Never",2,3,NA,4,2453,"Moderately Food Insecure",12
"COR-0320",2024-11-25,"Rangamati","Barkal","Women's Climate Resilience Committee (WCRC)",40,"Female","Marma","Primary (Class 1-5)",3,17176,"Yes","Landslide","Yes","Yes",2,"Yes",2,4,50,56,"No","Yes","Often","Often",2,1,3,4,0,"Moderately Food Insecure",11
"COR-0321",2024-09-03,"Bandarban","Thanchi","Community Stakeholder",61,"Female","Marma","No formal education",2,8518,"Yes","Landslide","No","Yes",1,"Yes",2,3,59,64,"Yes","Yes","Never","Always",2,5,NA,3,3441,"Moderately Food Insecure",10
"COR-0322",2024-10-21,"Khagrachari","Khagrachari Sadar","Village Women Group (VWG)",57,"Female","Tanchangya","No formal education",7,9499,"Yes","Flash Flood","Yes","No",3,"Yes",1,3,59,66,"No","No","Never","Sometimes",3,2,NA,3,939,"Food Secure",10
"COR-0323",2024-11-14,"Khagrachari","Mahalchhari","Village Women Group (VWG)",30,"Female","Chakma","Secondary (Class 6-10)",5,14068,"Yes","Flash Flood","Yes","Yes",3,"Yes",3,5,38,49,"Yes","Yes","Rarely","Sometimes",3,1,NA,4,3514,"Mildly Food Insecure",10
"COR-0324",2024-10-11,"Bandarban","Ruma","Community Stakeholder",36,"Male","Chakma","No formal education",4,13736,"Yes","Multiple","Yes","Yes",2,"Yes",4,5,11,21,"No","Yes","Never","Always",2,3,NA,5,851,"Food Secure",12
"COR-0325",2024-11-16,"Khagrachari","Khagrachari Sadar","Youth Group",28,"Female","Khumi","Secondary (Class 6-10)",5,12126,"Yes","Landslide","Yes","No",4,"Yes",2,5,22,31,"Yes","Yes","Rarely","Sometimes",4,2,NA,1,1063,"Mildly Food Insecure",12
"COR-0326",2024-10-19,"Khagrachari","Khagrachari Sadar","Women's Climate Resilience Committee (WCRC)",44,"Female","Chakma","Graduate and above",6,8130,"No","Drought","No","No",2,"Yes",2,2,38,45,"No","Yes","Rarely","Often",1,6,4,5,2251,"Food Secure",10
"COR-0327",2024-10-04,"Bandarban","Alikadam","Village Women Group (VWG)",32,"Female","Tanchangya","No formal education",5,10025,"No","Landslide","Yes","Yes",4,"No",0,3,48,58,"No","No","Often","Sometimes",4,3,NA,4,2531,"Food Secure",20
"COR-0328",2024-09-11,"Bandarban","Rowangchhari","Community Stakeholder",36,"Female","Marma","Secondary (Class 6-10)",4,10073,"No","Multiple","No","Yes",2,"Yes",4,5,25,27,"No","Yes","Always","Rarely",3,1,NA,5,0,"Food Secure",9
"COR-0329",2024-09-24,"Rangamati","Kaptai","Village Women Group (VWG)",41,"Female","Marma","Secondary (Class 6-10)",5,13004,"Yes","Multiple","No","Yes",1,"Yes",3,4,29,31,"Yes","Yes","Often","Sometimes",1,6,NA,5,2683,"Food Secure",12
"COR-0330",2024-09-30,"Rangamati","Naniarchar","Community Stakeholder",35,"Female","Chakma","SSC/Equivalent",4,15041,"Yes","Flash Flood","No","No",2,"No",4,6,21,20,"Yes","No","Never","Often",1,2,NA,2,1733,"Mildly Food Insecure",11
"COR-0331",2024-09-14,"Rangamati","Kaptai","Women's Climate Resilience Committee (WCRC)",44,"Female","Tripura","Secondary (Class 6-10)",6,12751,"Yes","Landslide","Yes","No",3,"Yes",2,5,30,47,"No","Yes","Never","Sometimes",4,4,4,5,1388,"Moderately Food Insecure",14
"COR-0332",2024-11-19,"Bandarban","Rowangchhari","Community Stakeholder",44,"Female","Chakma","SSC/Equivalent",5,12222,"Yes","Flash Flood","No","Yes",4,"Yes",3,7,25,46,"No","Yes","Rarely","Sometimes",1,2,NA,4,1347,"Food Secure",11
"COR-0333",2024-10-28,"Khagrachari","Panchhari","Women's Climate Resilience Committee (WCRC)",43,"Female","Chakma","Primary (Class 1-5)",8,9868,"No","Landslide","Yes","No",2,"Yes",2,3,24,32,"No","Yes","Rarely","Never",3,4,4,3,1464,"Mildly Food Insecure",19
"COR-0334",2024-10-10,"Bandarban","Thanchi","Village Women Group (VWG)",48,"Female","Bawm","Secondary (Class 6-10)",5,9130,"Yes","Drought","Yes","Yes",1,"Yes",2,3,24,29,"No","Yes","Sometimes","Rarely",1,6,NA,4,1321,"Food Secure",7
"COR-0335",2024-09-05,"Rangamati","Barkal","Youth Group",25,"Male","Pangkhua","No formal education",5,8602,"No","Landslide","Yes","Yes",4,"Yes",1,4,30,41,"No","No","Sometimes","Never",4,2,NA,3,451,"Food Secure",11
"COR-0336",2024-11-24,"Khagrachari","Khagrachari Sadar","Women's Climate Resilience Committee (WCRC)",38,"Female","Marma","Secondary (Class 6-10)",5,4431,"Yes","Flash Flood","Yes","Yes",3,"Yes",1,4,10,27,"No","Yes","Rarely","Always",3,4,4,4,2717,"Food Secure",18
"COR-0337",2024-09-04,"Bandarban","Rowangchhari","Village Women Group (VWG)",34,"Female","Chakma","Secondary (Class 6-10)",4,10961,"No","Multiple","No","Yes",4,"Yes",4,5,33,45,"No","Yes","Often","Never",3,3,NA,5,3006,"Food Secure",14
"COR-0338",2024-10-13,"Bandarban","Alikadam","Village Women Group (VWG)",35,"Female","Bengali","No formal education",5,10943,"No","Multiple","No","No",4,"Yes",4,9,58,67,"No","Yes","Rarely","Sometimes",3,3,NA,4,2137,"Mildly Food Insecure",13
"COR-0339",2024-09-05,"Bandarban","Bandarban Sadar","Village Women Group (VWG)",26,"Female","Chakma","Primary (Class 1-5)",3,3977,"Yes","Multiple","Yes","No",1,"No",3,3,27,30,"No","No","Rarely","Never",2,3,NA,2,936,"Moderately Food Insecure",17
"COR-0340",2024-09-15,"Bandarban","Alikadam","Youth Group",21,"Female","Marma","No formal education",6,7165,"No","Erratic Rainfall","Yes","No",1,"Yes",2,2,26,30,"No","Yes","Sometimes","Always",1,6,NA,3,0,"Moderately Food Insecure",8
"COR-0341",2024-09-29,"Rangamati","Baghaichhari","Community Stakeholder",29,"Female","Chakma","Primary (Class 1-5)",6,16023,"Yes","Erratic Rainfall","No","Yes",3,"Yes",2,4,45,53,"No","No","Sometimes","Rarely",2,3,NA,4,1721,"Moderately Food Insecure",12
"COR-0342",2024-11-05,"Khagrachari","Lakshmichhari","Village Women Group (VWG)",31,"Female","Marma","Primary (Class 1-5)",3,3000,"No","Multiple","Yes","Yes",2,"Yes",4,6,22,31,"No","Yes","Sometimes","Always",2,6,NA,3,1390,"Severely Food Insecure",19
"COR-0343",2024-11-27,"Bandarban","Ruma","Village Women Group (VWG)",27,"Female","Chakma","Secondary (Class 6-10)",4,10619,"Yes","Flash Flood","Yes","Yes",3,"Yes",2,4,22,35,"No","Yes","Rarely","Often",1,3,NA,4,2913,"Moderately Food Insecure",16
"COR-0344",2024-09-20,"Bandarban","Rowangchhari","Village Women Group (VWG)",55,"Female","Chakma","Secondary (Class 6-10)",6,9593,"No","Multiple","Yes","Yes",3,"Yes",2,5,50,61,"Yes","No","Often","Often",5,4,NA,5,2113,"Food Secure",19
"COR-0345",2024-10-18,"Rangamati","Naniarchar","Village Women Group (VWG)",54,"Female","Chakma","Graduate and above",7,5746,"No","Landslide","Yes","Yes",2,"Yes",5,6,59,61,"No","Yes","Never","Always",1,3,NA,4,2003,"Food Secure",10
"COR-0346",2024-10-29,"Khagrachari","Panchhari","Village Women Group (VWG)",37,"Female","Marma","HSC/Equivalent",5,12123,"No","Erratic Rainfall","Yes","Yes",2,"No",5,6,33,38,"No","Yes","Often","Often",3,1,NA,5,0,"Food Secure",17
"COR-0347",2024-10-23,"Khagrachari","Lakshmichhari","Women's Climate Resilience Committee (WCRC)",36,"Female","Chakma","Primary (Class 1-5)",5,9654,"No","Erratic Rainfall","Yes","No",3,"Yes",4,6,38,49,"No","Yes","Rarely","Rarely",2,2,3,5,1886,"Mildly Food Insecure",20
"COR-0348",2024-11-18,"Khagrachari","Lakshmichhari","Women's Climate Resilience Committee (WCRC)",46,"Female","Chakma","HSC/Equivalent",7,16153,"No","Landslide","Yes","Yes",3,"Yes",1,3,45,50,"Yes","No","Never","Always",3,4,3,3,0,"Food Secure",19
"COR-0349",2024-10-17,"Khagrachari","Khagrachari Sadar","Youth Group",21,"Male","Murung","Secondary (Class 6-10)",3,14675,"Yes","Erratic Rainfall","Yes","No",1,"Yes",3,4,59,64,"No","No","Sometimes","Sometimes",3,2,NA,5,1910,"Moderately Food Insecure",11
"COR-0350",2024-09-03,"Khagrachari","Panchhari","Community Stakeholder",35,"Female","Marma","Secondary (Class 6-10)",3,3000,"No","Flash Flood","No","Yes",4,"Yes",3,6,42,55,"Yes","Yes","Never","Sometimes",2,6,NA,5,2352,"Food Secure",11
"COR-0351",2024-09-04,"Bandarban","Bandarban Sadar","Women's Climate Resilience Committee (WCRC)",28,"Female","Chakma","Secondary (Class 6-10)",6,9036,"Yes","Erratic Rainfall","No","Yes",3,"Yes",2,5,31,33,"No","No","Never","Sometimes",1,4,4,4,2059,"Food Secure",17
"COR-0352",2024-09-10,"Khagrachari","Mahalchhari","Village Women Group (VWG)",23,"Female","Marma","Primary (Class 1-5)",4,10171,"No","Multiple","No","Yes",2,"Yes",2,3,21,23,"No","Yes","Never","Sometimes",3,6,NA,5,2075,"Food Secure",11
"COR-0353",2024-10-10,"Bandarban","Bandarban Sadar","Women's Climate Resilience Committee (WCRC)",37,"Female","Tripura","Primary (Class 1-5)",4,8171,"Yes","Erratic Rainfall","Yes","No",3,"Yes",5,7,51,59,"No","Yes","Often","Often",2,2,4,4,0,"Food Secure",13
"COR-0354",2024-11-24,"Bandarban","Thanchi","Village Women Group (VWG)",48,"Female","Tanchangya","Primary (Class 1-5)",5,10819,"Yes","Flash Flood","Yes","No",1,"Yes",1,2,31,34,"No","No","Rarely","Often",2,1,NA,2,1632,"Food Secure",14
"COR-0355",2024-09-06,"Khagrachari","Panchhari","Community Stakeholder",33,"Male","Marma","SSC/Equivalent",4,12162,"No","Landslide","No","Yes",2,"No",2,3,40,45,"Yes","Yes","Never","Rarely",2,2,NA,4,0,"Food Secure",16
"COR-0356",2024-10-18,"Rangamati","Rajasthali","Village Women Group (VWG)",50,"Female","Tripura","Primary (Class 1-5)",4,8295,"No","Multiple","Yes","No",4,"Yes",2,2,59,63,"No","Yes","Rarely","Never",1,3,NA,5,2163,"Mildly Food Insecure",13
"COR-0357",2024-11-15,"Bandarban","Thanchi","Village Women Group (VWG)",36,"Female","Chakma","Secondary (Class 6-10)",5,19846,"Yes","Erratic Rainfall","Yes","Yes",1,"Yes",3,3,38,43,"No","Yes","Rarely","Sometimes",2,3,NA,2,1517,"Food Secure",10
"COR-0358",2024-10-17,"Bandarban","Alikadam","Youth Group",20,"Male","Chakma","No formal education",6,15891,"Yes","Landslide","No","Yes",4,"Yes",1,3,37,47,"No","Yes","Rarely","Never",2,3,NA,3,1072,"Severely Food Insecure",17
"COR-0359",2024-09-06,"Rangamati","Barkal","Village Women Group (VWG)",40,"Female","Bengali","Primary (Class 1-5)",4,12644,"No","Landslide","Yes","No",2,"Yes",2,4,28,30,"Yes","Yes","Never","Sometimes",2,3,NA,4,2121,"Moderately Food Insecure",13
"COR-0360",2024-11-09,"Bandarban","Thanchi","Women's Climate Resilience Committee (WCRC)",40,"Female","Khyang","Secondary (Class 6-10)",4,15201,"Yes","Erratic Rainfall","No","No",1,"Yes",6,7,19,21,"Yes","Yes","Never","Always",2,4,4,3,1459,"Moderately Food Insecure",14
"COR-0361",2024-09-30,"Bandarban","Rowangchhari","Village Women Group (VWG)",34,"Female","Marma","Primary (Class 1-5)",6,3000,"Yes","Erratic Rainfall","Yes","Yes",1,"No",3,4,26,30,"Yes","No","Rarely","Rarely",1,1,NA,5,2051,"Severely Food Insecure",9
"COR-0362",2024-11-02,"Rangamati","Baghaichhari","Youth Group",18,"Female","Pangkhua","Primary (Class 1-5)",5,8571,"Yes","None","No","Yes",3,"Yes",6,8,30,38,"No","No","Never","Always",2,2,NA,4,2458,"Food Secure",6
"COR-0363",2024-10-08,"Khagrachari","Lakshmichhari","Women's Climate Resilience Committee (WCRC)",18,"Female","Chakma","Primary (Class 1-5)",6,9625,"Yes","Landslide","Yes","Yes",2,"Yes",3,5,33,34,"No","Yes","Sometimes","Always",4,3,4,5,0,"Food Secure",11
"COR-0364",2024-11-04,"Khagrachari","Panchhari","Community Stakeholder",34,"Male","Tanchangya","Primary (Class 1-5)",4,14265,"Yes","Multiple","No","No",2,"Yes",3,5,23,26,"No","Yes","Often","Rarely",5,3,NA,4,614,"Mildly Food Insecure",13
"COR-0365",2024-10-15,"Bandarban","Rowangchhari","Women's Climate Resilience Committee (WCRC)",46,"Female","Chakma","Graduate and above",5,5907,"No","Multiple","Yes","Yes",2,"Yes",3,4,41,39,"No","Yes","Never","Sometimes",1,5,3,3,0,"Food Secure",11
"COR-0366",2024-09-11,"Bandarban","Thanchi","Village Women Group (VWG)",37,"Female","Marma","Secondary (Class 6-10)",5,10945,"No","Multiple","Yes","No",3,"Yes",1,3,26,43,"No","No","Never","Rarely",1,4,NA,4,1090,"Severely Food Insecure",17
"COR-0367",2024-10-20,"Rangamati","Kaptai","Village Women Group (VWG)",33,"Female","Marma","HSC/Equivalent",7,10981,"Yes","Drought","Yes","No",3,"Yes",3,7,27,35,"No","Yes","Often","Never",3,3,NA,4,2028,"Moderately Food Insecure",13
"COR-0368",2024-09-12,"Khagrachari","Panchhari","Women's Climate Resilience Committee (WCRC)",51,"Female","Marma","Primary (Class 1-5)",4,17402,"Yes","Flash Flood","Yes","Yes",2,"Yes",4,5,36,42,"No","Yes","Often","Sometimes",2,3,3,3,0,"Food Secure",16
"COR-0369",2024-10-27,"Rangamati","Barkal","Village Women Group (VWG)",27,"Female","Chakma","SSC/Equivalent",5,14905,"Yes","Flash Flood","No","Yes",1,"Yes",3,4,39,42,"Yes","Yes","Sometimes","Often",3,3,NA,3,0,"Mildly Food Insecure",11
"COR-0370",2024-11-09,"Khagrachari","Dighinala","Youth Group",24,"Male","Bawm","No formal education",5,10352,"No","None","Yes","Yes",4,"No",6,10,67,73,"No","Yes","Often","Always",1,5,NA,5,1188,"Food Secure",19
"COR-0371",2024-11-02,"Bandarban","Ruma","Youth Group",20,"Male","Marma","Secondary (Class 6-10)",4,15675,"Yes","Erratic Rainfall","Yes","No",2,"Yes",4,6,40,44,"Yes","No","Sometimes","Sometimes",2,4,NA,4,0,"Food Secure",20
"COR-0372",2024-11-23,"Bandarban","Thanchi","Youth Group",28,"Female","Tripura","Secondary (Class 6-10)",5,9131,"No","Flash Flood","No","Yes",2,"Yes",3,4,50,58,"No","Yes","Never","Sometimes",2,2,NA,5,2201,"Food Secure",13
"COR-0373",2024-11-05,"Bandarban","Alikadam","Women's Climate Resilience Committee (WCRC)",49,"Female","Marma","Secondary (Class 6-10)",3,7616,"Yes","Landslide","Yes","No",2,"Yes",5,7,35,48,"Yes","Yes","Rarely","Often",1,1,4,4,1344,"Food Secure",18
"COR-0374",2024-09-30,"Rangamati","Kaptai","Community Stakeholder",48,"Female","Chakma","SSC/Equivalent",5,8568,"No","Landslide","Yes","No",2,"Yes",1,2,40,48,"No","Yes","Always","Sometimes",1,1,NA,4,2080,"Food Secure",11
"COR-0375",2024-11-11,"Rangamati","Kaptai","Village Women Group (VWG)",28,"Female","Marma","No formal education",6,13128,"Yes","Landslide","Yes","Yes",3,"Yes",4,8,19,27,"No","Yes","Rarely","Rarely",2,2,NA,4,2895,"Mildly Food Insecure",12
"COR-0376",2024-10-11,"Khagrachari","Khagrachari Sadar","Women's Climate Resilience Committee (WCRC)",35,"Female","Khumi","SSC/Equivalent",4,6093,"Yes","Landslide","No","No",1,"Yes",2,3,62,66,"No","No","Rarely","Always",3,1,4,4,0,"Food Secure",6
"COR-0377",2024-09-10,"Rangamati","Barkal","Village Women Group (VWG)",40,"Female","Tripura","Secondary (Class 6-10)",5,16238,"Yes","Drought","Yes","Yes",3,"Yes",2,4,52,60,"Yes","No","Rarely","Often",1,3,NA,5,0,"Severely Food Insecure",14
"COR-0378",2024-11-07,"Rangamati","Kaptai","Women's Climate Resilience Committee (WCRC)",56,"Female","Marma","Secondary (Class 6-10)",7,13005,"Yes","Flash Flood","Yes","No",4,"Yes",1,5,43,54,"No","Yes","Rarely","Rarely",2,2,3,5,1186,"Mildly Food Insecure",19
"COR-0379",2024-09-18,"Khagrachari","Panchhari","Women's Climate Resilience Committee (WCRC)",28,"Female","Khyang","Secondary (Class 6-10)",5,10546,"Yes","Multiple","No","Yes",2,"No",4,5,48,55,"No","Yes","Never","Often",1,2,5,3,1900,"Mildly Food Insecure",15
"COR-0380",2024-10-13,"Rangamati","Rajasthali","Youth Group",26,"Male","Murung","Primary (Class 1-5)",2,14976,"No","Multiple","No","Yes",2,"Yes",1,3,36,36,"Yes","No","Sometimes","Sometimes",2,4,NA,3,2024,"Food Secure",13
"COR-0381",2024-10-10,"Rangamati","Naniarchar","Village Women Group (VWG)",34,"Female","Marma","Primary (Class 1-5)",6,6955,"Yes","Landslide","Yes","No",1,"Yes",3,4,41,45,"No","No","Rarely","Often",2,4,NA,4,0,"Mildly Food Insecure",17
"COR-0382",2024-11-19,"Rangamati","Rajasthali","Women's Climate Resilience Committee (WCRC)",43,"Female","Khyang","No formal education",4,11372,"Yes","Erratic Rainfall","Yes","Yes",3,"Yes",4,7,58,66,"No","Yes","Sometimes","Rarely",2,3,2,5,1426,"Severely Food Insecure",16
"COR-0383",2024-11-07,"Rangamati","Barkal","Youth Group",22,"Female","Bengali","Secondary (Class 6-10)",5,12056,"No","Drought","No","No",3,"Yes",2,5,34,48,"No","No","Sometimes","Often",3,3,NA,4,2200,"Food Secure",15
"COR-0384",2024-11-03,"Khagrachari","Panchhari","Youth Group",22,"Male","Marma","Primary (Class 1-5)",4,12271,"No","Erratic Rainfall","Yes","Yes",2,"Yes",3,4,45,50,"No","No","Sometimes","Sometimes",2,3,NA,3,0,"Mildly Food Insecure",18
"COR-0385",2024-09-25,"Bandarban","Alikadam","Women's Climate Resilience Committee (WCRC)",30,"Female","Marma","Graduate and above",5,6853,"No","Multiple","No","Yes",2,"No",5,6,34,41,"No","Yes","Rarely","Often",1,3,5,5,2248,"Food Secure",17
"COR-0386",2024-09-14,"Khagrachari","Panchhari","Women's Climate Resilience Committee (WCRC)",45,"Female","Tripura","Secondary (Class 6-10)",4,7838,"No","Flash Flood","Yes","No",1,"Yes",3,4,34,37,"No","Yes","Never","Always",1,1,2,4,1403,"Food Secure",14
"COR-0387",2024-10-03,"Bandarban","Bandarban Sadar","Village Women Group (VWG)",46,"Female","Marma","SSC/Equivalent",5,16552,"Yes","None","Yes","Yes",3,"Yes",3,4,39,48,"Yes","Yes","Never","Sometimes",1,2,NA,5,2458,"Mildly Food Insecure",5
"COR-0388",2024-10-16,"Khagrachari","Mahalchhari","Youth Group",23,"Male","Tripura","Primary (Class 1-5)",2,8739,"Yes","Flash Flood","Yes","Yes",2,"Yes",6,7,32,37,"No","Yes","Sometimes","Sometimes",1,3,NA,4,1992,"Mildly Food Insecure",9
"COR-0389",2024-11-26,"Bandarban","Bandarban Sadar","Youth Group",24,"Female","Marma","Secondary (Class 6-10)",4,7492,"No","Multiple","Yes","Yes",3,"Yes",0,4,25,34,"No","Yes","Sometimes","Sometimes",2,6,NA,4,0,"Mildly Food Insecure",16
"COR-0390",2024-11-08,"Rangamati","Barkal","Village Women Group (VWG)",37,"Female","Bengali","HSC/Equivalent",5,11707,"Yes","Flash Flood","Yes","Yes",4,"Yes",3,7,10,23,"No","No","Rarely","Sometimes",3,4,NA,3,962,"Food Secure",12
"COR-0391",2024-09-27,"Bandarban","Ruma","Community Stakeholder",45,"Female","Tripura","SSC/Equivalent",5,9983,"Yes","Drought","Yes","No",2,"Yes",4,6,50,53,"No","No","Never","Often",2,5,NA,3,1782,"Food Secure",9
"COR-0392",2024-11-26,"Rangamati","Naniarchar","Village Women Group (VWG)",39,"Female","Marma","HSC/Equivalent",6,11104,"No","Landslide","Yes","No",4,"No",5,8,50,70,"No","Yes","Often","Rarely",3,1,NA,3,0,"Mildly Food Insecure",20
"COR-0393",2024-09-26,"Bandarban","Bandarban Sadar","Village Women Group (VWG)",43,"Female","Chakma","HSC/Equivalent",5,14080,"Yes","Flash Flood","No","Yes",3,"Yes",2,3,34,46,"No","Yes","Never","Never",1,2,NA,4,1254,"Food Secure",14
"COR-0394",2024-10-22,"Rangamati","Naniarchar","Women's Climate Resilience Committee (WCRC)",47,"Female","Marma","Secondary (Class 6-10)",6,15275,"No","Flash Flood","Yes","Yes",2,"No",2,3,44,47,"No","Yes","Never","Sometimes",1,6,4,2,859,"Moderately Food Insecure",20
"COR-0395",2024-09-05,"Khagrachari","Mahalchhari","Village Women Group (VWG)",50,"Female","Khumi","Graduate and above",5,18420,"Yes","Landslide","Yes","Yes",3,"Yes",6,9,49,69,"No","Yes","Often","Sometimes",1,4,NA,3,749,"Moderately Food Insecure",15
"COR-0396",2024-10-09,"Bandarban","Bandarban Sadar","Women's Climate Resilience Committee (WCRC)",37,"Female","Chakma","Secondary (Class 6-10)",4,7011,"Yes","Multiple","No","Yes",1,"Yes",5,6,39,42,"No","Yes","Sometimes","Sometimes",3,1,4,4,1327,"Food Secure",16
"COR-0397",2024-09-14,"Bandarban","Bandarban Sadar","Village Women Group (VWG)",40,"Female","Bengali","Primary (Class 1-5)",5,7568,"No","Multiple","No","Yes",3,"Yes",4,7,45,50,"No","Yes","Sometimes","Often",2,2,NA,2,0,"Moderately Food Insecure",16
"COR-0398",2024-10-12,"Bandarban","Rowangchhari","Village Women Group (VWG)",37,"Female","Bengali","SSC/Equivalent",5,8797,"Yes","Drought","No","Yes",2,"Yes",3,5,40,49,"No","No","Often","Often",5,2,NA,3,332,"Food Secure",14
"COR-0399",2024-11-07,"Rangamati","Kaptai","Youth Group",27,"Female","Tripura","Secondary (Class 6-10)",4,12156,"Yes","Erratic Rainfall","No","No",4,"Yes",4,8,53,73,"No","Yes","Often","Sometimes",1,3,NA,4,2322,"Moderately Food Insecure",17
