"respondent_id","interview_date","district","upazila","respondent_type","age","sex","ethnicity","school_type","school_has_safe_water","school_has_separate_toilet","school_has_menstrual_hygiene_facility","school_gender_responsive_policy","years_in_programme","enrollment_rate_baseline_pct","enrollment_rate_endline_pct","girls_attendance_days_baseline","girls_attendance_days_endline","dropout_rate_girls_baseline_pct","dropout_rate_girls_endline_pct","learning_score_baseline","learning_score_endline","agency_score_baseline","agency_score_endline","child_marriage_prevalence_baseline_pct","child_marriage_prevalence_endline_pct","gbv_awareness_baseline","gbv_awareness_endline","mhm_knowledge_baseline","mhm_knowledge_endline","participates_in_school_activities","teacher_trained_gender_responsive","teacher_uses_inclusive_methods","parent_education_support","household_distance_to_school_km","economic_barrier_to_schooling","rhcw_households_served","rhcw_mhm_sessions_conducted","satisfaction_score"
"WGE-0867",2024-09-16,"Khagrachari","Mahalchhari","Household (Parent/Guardian)",30,"Female","Bengali","NGO-run School","No","Yes","Yes","No",3,75.1,85.4,17,20,21.4,16,55,63,5.7,6.2,76.7,67.8,4,4,"Moderate","Excellent","Yes","Yes","Yes","Supports",3.1,"Yes - minor barrier",15,9,3
"WGE-0868",2024-11-26,"Rangamati","Longadu","School Student (Girl)",10,"Female","Pangkhua","Madrasa","Yes","No","No","Yes",1,83.9,87.2,21,22,23.9,15.5,31,35,1,1.2,55.5,41.9,3,4,"Poor","Good","No","No","Yes","Strongly supports",7.3,"Yes - minor barrier",57,16,4
"WGE-0869",2024-10-09,"Bandarban","Rowangchhari","Reproductive Health Community Worker (RHCW)",31,"Female","Bengali","Government Secondary School","Yes","Yes","No","Yes",1,48.3,53.2,17,19,14.4,7.5,30,33,4,4.7,41.4,38.3,2,4,"Poor","Excellent","No","Yes","Yes","Supports",0.5,"No barrier",12,10,2
"WGE-0870",2024-09-03,"Khagrachari","Dighinala","Mother Club Member",43,"Female","Marma","NGO-run School","Yes","Yes","Yes","Partially",1,49.7,64.1,7,10,24.1,16.7,65,68,6.1,6.5,44.3,35.1,4,5,"Good","Good","No","Yes","No","Supports",2.8,"Yes - major barrier",40,9,5
"WGE-0871",2024-11-25,"Rangamati","Rajasthali","Household (Parent/Guardian)",41,"Male","Tripura","NGO-run School","Yes","Yes","No","No",3,64.1,72.7,19,22,10.4,4.4,66,81,9,10,48,39.2,3,2,"Excellent","Good","Yes","No","No","Supports",0.2,"Yes - minor barrier",42,8,4
"WGE-0872",2024-09-23,"Bandarban","Rowangchhari","Mother Club Member",27,"Female","Marma","NGO-run School","No","Yes","No","Yes",2,74.2,84.1,19,22,24.9,18,74,83,4.9,6.3,60.2,54.8,4,5,"Poor","Good","No","Yes","Yes","Strongly supports",1.6,"Yes - minor barrier",26,8,5
"WGE-0873",2024-09-08,"Khagrachari","Khagrachari Sadar","Household (Parent/Guardian)",29,"Male","Marma","Government Secondary School","Yes","Yes","Yes","Yes",3,65.7,70.4,14,16,15.7,10.1,44,60,5.5,6.1,43.6,34.9,3,4,"Moderate","Poor","Yes","No","Yes","Neutral",2.1,"Yes - major barrier",38,8,2
"WGE-0874",2024-11-30,"Rangamati","Baghaichhari","Reproductive Health Community Worker (RHCW)",37,"Female","Tanchangya","Government Secondary School","No","Yes","Yes","Partially",3,82.9,92.4,12,13,21.3,9.7,69,77,3.8,6.2,45.8,31,3,5,"Moderate","Good","Yes","No","Partially","Does not support",3.6,"No barrier",49,5,2
"WGE-0875",2024-11-04,"Rangamati","Rajasthali","Teacher",34,"Male","Bengali","Madrasa","Yes","No","Yes","No",4,71.3,86.4,13,18,9.9,4.8,44,60,2.5,5.4,29.3,21,1,2,"Excellent","Excellent","Yes","Yes","No","Does not support",6.7,"No barrier",30,5,5
"WGE-0876",2024-09-18,"Khagrachari","Mahalchhari","Reproductive Health Community Worker (RHCW)",30,"Female","Chakma","Government Secondary School","Yes","Yes","Yes","Yes",2,88,97.6,17,19,22.2,11.7,28,36,2.3,3.3,33.3,22.9,2,3,"Good","Moderate","Yes","Yes","No","Strongly supports",0.5,"Yes - major barrier",36,11,5
"WGE-0877",2024-11-03,"Rangamati","Kaptai","Mother Club Member",26,"Female","Bawm","Government Secondary School","Yes","Yes","No","Yes",2,71.7,83.1,19,22,15.1,10,53,63,2.7,3.5,39.8,35.3,4,5,"Good","Good","No","Yes","Yes","Neutral",4.1,"Yes - major barrier",36,11,4
"WGE-0878",2024-11-08,"Khagrachari","Mahalchhari","Household (Parent/Guardian)",45,"Female","Bengali","NGO-run School","No","No","Yes","No",4,81.6,91.1,17,18,22.8,13.9,41,55,2.2,4.4,20.3,6.4,4,4,"Good","Good","No","Yes","Partially","Supports",6.1,"Yes - major barrier",21,9,1
"WGE-0879",2024-10-06,"Bandarban","Rowangchhari","Household (Parent/Guardian)",56,"Male","Tanchangya","Government Secondary School","No","Yes","Yes","No",3,53.8,60.5,15,19,12.6,9.3,63,67,2.5,5,50.4,39,2,4,"Poor","Excellent","Yes","Yes","Partially","Strongly supports",4.2,"No barrier",41,12,4
"WGE-0880",2024-09-03,"Rangamati","Rajasthali","Mother Club Member",33,"Female","Tripura","Government Primary School","No","Yes","Yes","No",2,87.5,100,8,10,12.4,7.3,29,35,5.6,6.1,53.1,45.1,5,5,"Poor","Good","No","No","No","Does not support",6.5,"Yes - major barrier",64,9,4
"WGE-0881",2024-09-08,"Bandarban","Rowangchhari","Teacher",33,"Male","Bawm","Government Primary School","Yes","Yes","No","No",4,66,77.2,17,19,15.7,12.6,65,78,5.7,9,40.6,34.5,2,1,"Good","Excellent","Yes","Yes","Yes","Neutral",0.2,"Yes - minor barrier",10,8,4
"WGE-0882",2024-10-02,"Bandarban","Naikhongchhari","School Student (Girl)",13,"Female","Tripura","Madrasa","No","Yes","Yes","Partially",2,100,100,15,16,10.5,4.9,38,48,4,5.3,29.9,18.7,1,4,"Poor","Moderate","Yes","Yes","Partially","Strongly supports",3.1,"No barrier",46,10,4
"WGE-0883",2024-09-10,"Bandarban","Lama","Household (Parent/Guardian)",52,"Male","Bengali","Madrasa","Yes","Yes","No","No",2,69,81.5,14,17,17.3,8.8,33,38,3,4.5,54.7,47.8,5,3,"Good","Moderate","No","Yes","No","Supports",5.8,"Yes - major barrier",58,7,2
"WGE-0884",2024-10-14,"Rangamati","Baghaichhari","School Management Committee (SMC)",28,"Male","Chakma","NGO-run School","Yes","Yes","No","Yes",3,59.9,67.8,20,22,24.1,19.3,27,33,5.1,6,53.2,44.7,3,1,"Good","Excellent","Yes","Yes","Partially","Supports",1.9,"Yes - major barrier",40,9,3
"WGE-0885",2024-10-16,"Rangamati","Kaptai","School Student (Boy)",12,"Male","Tripura","Government Primary School","Yes","Yes","No","Partially",2,81.3,93.9,15,16,8.1,0.3,47,52,5.1,6.1,25.2,15,1,1,"Good","Good","No","No","Partially","Strongly supports",4.1,"Yes - minor barrier",44,10,4
"WGE-0886",2024-09-18,"Khagrachari","Khagrachari Sadar","School Student (Girl)",12,"Female","Murung","Government Secondary School","No","No","No","Partially",3,78.7,92.2,15,18,20.8,13.3,37,50,4,6,39.8,38,5,4,"Poor","Good","Yes","No","Partially","Supports",1.9,"Yes - minor barrier",46,9,4
"WGE-0887",2024-11-28,"Rangamati","Naniarchar","School Student (Boy)",15,"Male","Tripura","Community Learning Centre","Yes","Yes","Yes","Partially",1,42.6,54.9,21,22,9,2.1,34,36,4.8,5.5,63.6,52.8,1,5,"Moderate","Excellent","Yes","Yes","No","Does not support",0.4,"Yes - minor barrier",53,9,4
"WGE-0888",2024-11-26,"Rangamati","Rajasthali","School Student (Boy)",12,"Male","Chakma","Madrasa","No","Yes","Yes","No",1,66.1,77.3,17,20,24.2,16.5,52,58,1.4,1.7,36.1,25.7,4,3,"Moderate","Good","Yes","Yes","No","Neutral",3.8,"Yes - minor barrier",72,7,3
"WGE-0889",2024-10-29,"Khagrachari","Mahalchhari","Teacher",37,"Female","Marma","Government Primary School","No","No","No","Yes",2,93.9,100,18,20,17.2,12.3,34,38,4,4.9,34.3,30.2,2,5,"Good","Excellent","Yes","No","Partially","Neutral",4.1,"Yes - minor barrier",26,7,5
"WGE-0890",2024-10-26,"Rangamati","Longadu","School Student (Girl)",11,"Female","Tripura","Government Primary School","No","No","No","Yes",3,90.3,99.9,17,20,10.6,2.8,92,96,4.7,6,37.3,29.8,4,1,"Poor","Poor","Yes","Yes","Yes","Neutral",4,"Yes - minor barrier",32,10,3
"WGE-0891",2024-09-20,"Rangamati","Baghaichhari","School Student (Boy)",15,"Male","Tripura","Government Secondary School","Yes","Yes","Yes","Partially",2,53.1,56.7,12,15,23.1,13.4,49,59,5.1,6.4,29.8,16,3,3,"Poor","Good","Yes","Yes","Partially","Strongly supports",5,"No barrier",45,14,4
"WGE-0892",2024-10-05,"Rangamati","Naniarchar","Teacher",43,"Male","Tripura","Government Secondary School","No","Yes","No","Partially",3,75.7,87,12,16,29.2,21,60,68,5.6,6.4,18.8,6.5,3,3,"Good","Good","Yes","Yes","Yes","Supports",3,"No barrier",69,10,3
"WGE-0893",2024-10-06,"Bandarban","Lama","Household (Parent/Guardian)",32,"Female","Bengali","Government Primary School","Yes","No","Yes","Yes",3,81.7,89.6,20,20,21.1,21.5,36,48,3.2,3.2,38.5,28.1,3,2,"Moderate","Good","Yes","Yes","Yes","Neutral",4.1,"No barrier",26,1,4
"WGE-0894",2024-11-08,"Rangamati","Baghaichhari","Teacher",23,"Female","Marma","Community Learning Centre","No","Yes","No","Yes",4,98.3,100,18,22,18.2,15.6,43,49,3.9,7,44.5,35.9,2,2,"Moderate","Good","Yes","No","Partially","Does not support",1.8,"Yes - major barrier",56,8,3
"WGE-0895",2024-11-29,"Khagrachari","Ramgarh","School Student (Boy)",10,"Male","Tanchangya","Madrasa","Yes","No","No","Partially",4,78,92.8,18,19,27.3,19.2,60,71,5.5,8.8,75.2,68.5,2,4,"Good","Good","Yes","Yes","Partially","Strongly supports",2.2,"No barrier",32,12,4
"WGE-0896",2024-10-13,"Bandarban","Rowangchhari","School Student (Boy)",10,"Male","Tripura","Government Secondary School","No","Yes","No","Partially",3,100,100,20,19,11.8,3.8,48,57,3.2,4.6,45.5,31,3,3,"Good","Moderate","Yes","Yes","Yes","Supports",0.2,"No barrier",25,14,5
"WGE-0897",2024-10-20,"Khagrachari","Mahalchhari","School Student (Boy)",13,"Male","Marma","Government Secondary School","No","Yes","Yes","No",1,75.8,83.9,14,17,19.7,20.2,50,55,3.4,3.9,58.9,47.4,1,4,"Good","Good","Yes","No","Yes","Neutral",1.6,"No barrier",43,14,5
"WGE-0898",2024-11-11,"Khagrachari","Mahalchhari","School Student (Boy)",17,"Male","Tanchangya","Government Secondary School","No","No","No","No",3,68.8,81.8,15,15,23.8,15,51,60,1.8,3.9,51.6,29.7,1,5,"Moderate","Excellent","Yes","Yes","No","Strongly supports",3.2,"No barrier",24,11,4
"WGE-0899",2024-10-26,"Rangamati","Kaptai","Teacher",33,"Male","Bengali","Government Primary School","No","Yes","Yes","No",2,61.8,66.5,18,19,19.3,9.6,35,37,0.6,1.6,41.4,30,3,5,"Moderate","Poor","Yes","Yes","Partially","Neutral",1.8,"Yes - major barrier",43,9,4
"WGE-0900",2024-10-01,"Khagrachari","Khagrachari Sadar","School Student (Girl)",13,"Female","Bengali","Government Secondary School","No","Yes","Yes","Yes",3,58.5,56.8,12,13,16.8,7.8,57,67,3.9,5.4,28.2,24.5,2,5,"Poor","Poor","No","No","Yes","Neutral",0.5,"Yes - major barrier",59,9,5
"WGE-0901",2024-11-07,"Khagrachari","Panchhari","Household (Parent/Guardian)",45,"Male","Chakma","Madrasa","Yes","Yes","Yes","Yes",3,72.7,81.1,19,22,12.8,8.3,63,72,3.4,3.8,33.3,18.2,4,4,"Poor","Moderate","Yes","Yes","Yes","Neutral",3,"Yes - minor barrier",58,8,4
"WGE-0902",2024-09-20,"Khagrachari","Dighinala","Household (Parent/Guardian)",38,"Female","Marma","Government Primary School","Yes","Yes","No","Yes",3,78.2,89.3,16,17,12.6,0.0999999999999996,59,62,3.9,6.4,26.6,15.2,3,4,"Moderate","Good","Yes","No","Yes","Supports",4.6,"Yes - major barrier",27,13,4
"WGE-0903",2024-11-23,"Bandarban","Bandarban Sadar","School Student (Boy)",13,"Male","Marma","Government Primary School","Yes","No","Yes","Yes",2,67.3,75.6,12,13,34.3,27.5,52,62,3.7,5.7,25.8,14.5,2,2,"Poor","Moderate","Yes","Yes","Yes","Supports",4.9,"Yes - minor barrier",119,5,4
"WGE-0904",2024-09-16,"Rangamati","Rajasthali","Household (Parent/Guardian)",28,"Female","Chakma","NGO-run School","Yes","Yes","Yes","Partially",3,65.7,68,19,19,9.1,5.4,68,75,2.2,3.1,33.2,23.2,5,4,"Moderate","Excellent","Yes","Yes","Yes","Strongly supports",3.6,"Yes - major barrier",65,11,2
"WGE-0905",2024-09-18,"Khagrachari","Panchhari","Household (Parent/Guardian)",37,"Male","Marma","Government Primary School","No","Yes","Yes","Yes",2,89.5,100,15,16,4.7,0.100000000000001,28,33,5.1,6,58.7,54.6,2,4,"Moderate","Excellent","No","Yes","Partially","Neutral",3.6,"Yes - major barrier",69,12,4
"WGE-0906",2024-10-10,"Rangamati","Longadu","Household (Parent/Guardian)",30,"Female","Bawm","Community Learning Centre","Yes","Yes","No","Yes",2,77.1,87.5,14,16,19.4,10,30,46,2.7,3.9,42.2,41.4,5,4,"Moderate","Excellent","Yes","No","Yes","Neutral",1.4,"Yes - major barrier",58,11,4
"WGE-0907",2024-10-28,"Khagrachari","Ramgarh","School Student (Boy)",14,"Male","Chakma","Community Learning Centre","No","Yes","Yes","No",3,76.8,88.2,16,19,31.4,18.5,68,76,5.3,7.7,54.8,44.7,2,4,"Moderate","Good","Yes","No","Yes","Supports",3.7,"Yes - minor barrier",35,10,4
"WGE-0908",2024-09-19,"Bandarban","Rowangchhari","School Student (Girl)",10,"Female","Chakma","NGO-run School","No","Yes","Yes","Yes",1,77.6,85.2,17,19,7.3,0,53,57,5.5,6,45.2,31.5,2,5,"Excellent","Moderate","Yes","Yes","No","Supports",2.1,"No barrier",58,13,5
"WGE-0909",2024-10-05,"Bandarban","Rowangchhari","School Student (Girl)",13,"Female","Marma","Government Secondary School","Yes","Yes","Yes","No",3,74.6,84.5,19,22,20.8,16.2,36,50,5.4,7.4,64.2,52.2,2,3,"Moderate","Good","No","Yes","Yes","Supports",2.6,"No barrier",39,12,3
"WGE-0910",2024-10-05,"Rangamati","Baghaichhari","School Student (Girl)",12,"Female","Chakma","Government Secondary School","Yes","Yes","No","Yes",4,67.5,79.9,15,19,23.1,12.4,42,51,3,2.9,46.6,37.6,2,3,"Poor","Moderate","Yes","Yes","Yes","Neutral",4.2,"Yes - minor barrier",57,9,4
"WGE-0911",2024-10-23,"Bandarban","Bandarban Sadar","Police/Law Enforcement",36,"Male","Chakma","Government Primary School","No","No","Yes","Partially",3,87.1,100,17,19,18.5,13,33,46,1.5,3,25.2,18.5,4,4,"Good","Excellent","Yes","Yes","Partially","Neutral",5.7,"No barrier",64,15,3
"WGE-0912",2024-10-31,"Rangamati","Longadu","Mother Club Member",29,"Female","Chakma","Government Secondary School","Yes","Yes","No","Yes",3,76.1,79.7,16,18,13.8,4.4,56,61,2.4,6,37.2,36.2,2,4,"Excellent","Excellent","Yes","No","Yes","Neutral",5.2,"Yes - minor barrier",50,12,2
"WGE-0913",2024-11-19,"Bandarban","Ruma","School Student (Boy)",11,"Male","Marma","NGO-run School","Yes","Yes","No","No",3,55,67.7,13,17,15,11.3,38,48,3.3,4.8,37.9,36,4,5,"Good","Good","Yes","Yes","Partially","Supports",0.9,"No barrier",60,6,4
"WGE-0914",2024-09-14,"Rangamati","Baghaichhari","School Student (Boy)",14,"Male","Bawm","NGO-run School","Yes","Yes","Yes","Partially",4,83.9,95.1,14,17,6.2,0,68,81,5.4,6.8,26.6,14,3,2,"Moderate","Good","No","No","Partially","Supports",0.9,"No barrier",58,7,3
"WGE-0915",2024-09-25,"Bandarban","Bandarban Sadar","Household (Parent/Guardian)",42,"Male","Marma","Government Primary School","No","Yes","Yes","Yes",4,78.5,86.3,22,22,16.3,5.5,50,49,3.2,5.8,37.4,27.1,3,3,"Poor","Excellent","No","No","Partially","Strongly supports",5.3,"Yes - minor barrier",49,8,2
"WGE-0916",2024-09-17,"Bandarban","Lama","Household (Parent/Guardian)",40,"Male","Tripura","NGO-run School","Yes","No","No","No",3,46.8,54.2,13,14,6,0,73,85,2.9,4.9,43.7,36.4,3,2,"Moderate","Moderate","Yes","Yes","No","Supports",2.9,"No barrier",45,8,4
"WGE-0917",2024-10-01,"Khagrachari","Dighinala","School Student (Girl)",10,"Female","Marma","NGO-run School","Yes","Yes","No","Partially",2,70.2,76.9,21,22,24.2,13,40,44,2.6,4.5,34.8,27.6,1,4,"Good","Moderate","Yes","Yes","Yes","Supports",2.9,"Yes - minor barrier",56,5,3
"WGE-0918",2024-10-04,"Rangamati","Longadu","Household (Parent/Guardian)",38,"Male","Chakma","NGO-run School","Yes","No","Yes","Yes",1,81.1,87,15,18,10.2,1.8,45,48,1.8,2.3,12.2,6.5,3,2,"Excellent","Excellent","No","No","Partially","Supports",1.2,"No barrier",55,7,4
"WGE-0919",2024-10-30,"Bandarban","Bandarban Sadar","Household (Parent/Guardian)",34,"Male","Marma","Government Primary School","Yes","No","No","No",3,59.1,75.9,9,14,13.6,9.5,53,62,5.8,8.3,52.7,41.6,4,5,"Poor","Excellent","Yes","Yes","No","Strongly supports",0.2,"No barrier",49,6,4
"WGE-0920",2024-11-23,"Rangamati","Kaptai","Teacher",29,"Female","Tripura","Government Primary School","Yes","Yes","No","No",3,53.7,64.9,16,19,36.6,30.2,39,50,5.4,6.9,44.9,39.6,2,3,"Excellent","Excellent","Yes","Yes","Yes","Supports",0.2,"Yes - minor barrier",27,8,3
"WGE-0921",2024-09-06,"Khagrachari","Dighinala","School Student (Boy)",11,"Male","Tanchangya","Government Secondary School","Yes","Yes","No","Partially",3,81.9,94,13,16,25.5,19.3,71,77,2.2,2.7,68.1,56.2,2,3,"Poor","Moderate","Yes","Yes","Partially","Neutral",4,"No barrier",45,7,3
"WGE-0922",2024-10-21,"Bandarban","Ruma","School Management Committee (SMC)",24,"Female","Bawm","Government Secondary School","Yes","Yes","Yes","Yes",3,82.4,94.1,15,17,27.6,23.3,51,61,5.2,6,58.2,52.6,3,5,"Moderate","Excellent","Yes","No","Partially","Neutral",4.3,"Yes - minor barrier",50,6,4
"WGE-0923",2024-11-16,"Bandarban","Bandarban Sadar","School Student (Boy)",14,"Male","Marma","NGO-run School","Yes","Yes","Yes","No",4,81.2,91,11,14,7.8,0,60,81,4.7,6.5,56.2,43.7,4,4,"Moderate","Good","Yes","Yes","No","Neutral",4.7,"Yes - minor barrier",10,13,5
"WGE-0924",2024-10-05,"Bandarban","Lama","Household (Parent/Guardian)",46,"Male","Marma","Government Secondary School","No","Yes","Yes","Yes",4,85.2,98.1,13,13,20.3,8.8,37,52,2.4,3.5,58.7,49.6,1,5,"Moderate","Good","Yes","Yes","Partially","Supports",3.2,"No barrier",68,12,2
"WGE-0925",2024-10-09,"Bandarban","Naikhongchhari","Household (Parent/Guardian)",57,"Male","Marma","NGO-run School","No","Yes","No","Partially",1,81.8,92,19,20,10.8,8.8,43,48,5.7,6.4,36.9,25.1,4,4,"Excellent","Good","Yes","No","Yes","Supports",2.9,"No barrier",44,5,4
"WGE-0926",2024-09-26,"Khagrachari","Mahalchhari","School Student (Girl)",10,"Female","Tripura","Government Secondary School","Yes","Yes","No","Yes",1,61.3,70.5,14,17,19.1,10.9,29,33,3.9,4.9,10,1.9,3,3,"Moderate","Good","Yes","Yes","Yes","Neutral",0.2,"No barrier",91,13,4
"WGE-0927",2024-10-03,"Bandarban","Bandarban Sadar","Household (Parent/Guardian)",51,"Female","Tanchangya","Government Primary School","Yes","Yes","No","Yes",4,70,73.7,13,15,48.3,43.1,51,65,4,6.2,36.4,32.6,2,3,"Good","Excellent","Yes","Yes","Yes","Supports",4.5,"No barrier",55,16,4
"WGE-0928",2024-10-19,"Bandarban","Ruma","School Student (Girl)",15,"Female","Tripura","Government Secondary School","No","Yes","No","No",4,76.5,93.4,18,20,14.3,8.7,50,60,6.2,8.1,49.3,37.1,2,3,"Good","Excellent","No","Yes","Yes","Neutral",3.1,"Yes - minor barrier",38,13,5
"WGE-0929",2024-11-12,"Bandarban","Lama","Teacher",40,"Female","Chakma","Madrasa","No","Yes","Yes","No",1,56.3,65.6,17,20,19.7,10.1,65,70,1.5,2.4,40.7,32.5,1,4,"Moderate","Excellent","No","No","Yes","Neutral",1.6,"No barrier",62,11,4
"WGE-0930",2024-09-07,"Khagrachari","Ramgarh","Teacher",42,"Female","Murung","Community Learning Centre","No","Yes","No","Partially",3,88.7,94.3,17,19,12,6.4,52,55,4.4,6.2,44.3,42.2,2,1,"Moderate","Good","Yes","Yes","Yes","Supports",1.6,"Yes - major barrier",50,11,3
"WGE-0931",2024-11-30,"Khagrachari","Khagrachari Sadar","Reproductive Health Community Worker (RHCW)",32,"Female","Marma","Government Secondary School","Yes","No","Yes","Partially",2,76.2,87.4,13,15,16.7,10.6,36,46,4.5,5.3,65.1,63.6,1,3,"Moderate","Excellent","No","No","Yes","Strongly supports",1.8,"Yes - major barrier",35,9,2
"WGE-0932",2024-12-02,"Khagrachari","Panchhari","School Student (Girl)",13,"Female","Marma","Government Primary School","Yes","No","Yes","Partially",2,59.1,69.3,14,17,15.5,9.2,86,90,4.7,5.4,64.6,56.7,4,5,"Moderate","Poor","Yes","Yes","Partially","Supports",1.4,"Yes - minor barrier",50,12,4
"WGE-0933",2024-11-04,"Rangamati","Rajasthali","School Student (Girl)",17,"Female","Chakma","Madrasa","Yes","Yes","No","No",3,69.1,79.7,18,19,30.4,22.1,71,74,2.5,5.2,48.8,34.1,1,1,"Poor","Moderate","Yes","Yes","Yes","Supports",3.2,"Yes - major barrier",62,11,5
"WGE-0934",2024-10-27,"Rangamati","Rajasthali","School Student (Girl)",11,"Female","Murung","Government Primary School","No","No","Yes","No",3,67.4,81.7,16,18,3.1,2.1,66,82,4.3,4.9,51.6,44,2,4,"Moderate","Moderate","Yes","Yes","Yes","Neutral",5.5,"Yes - major barrier",57,3,1
"WGE-0935",2024-10-13,"Rangamati","Naniarchar","Household (Parent/Guardian)",41,"Male","Marma","Community Learning Centre","Yes","No","No","No",1,66.5,75,18,20,15.7,6.5,44,47,2.3,3,31.5,18.8,4,2,"Good","Good","No","No","Yes","Strongly supports",5.6,"No barrier",95,7,4
"WGE-0936",2024-09-30,"Bandarban","Lama","Reproductive Health Community Worker (RHCW)",36,"Female","Chakma","Madrasa","Yes","Yes","No","Yes",2,59.3,73.7,15,20,21.8,16.7,34,42,3.7,4,46.5,37.2,2,4,"Excellent","Excellent","No","Yes","Yes","Neutral",4.9,"No barrier",62,5,4
"WGE-0937",2024-11-11,"Bandarban","Bandarban Sadar","School Student (Girl)",12,"Female","Marma","Government Secondary School","Yes","No","Yes","Yes",3,85.2,98,15,16,23.7,16.9,18,33,4,5.8,40.3,28.7,3,4,"Good","Good","Yes","Yes","Partially","Supports",3.1,"Yes - major barrier",40,9,4
"WGE-0938",2024-11-18,"Bandarban","Ruma","School Student (Girl)",13,"Female","Bawm","Community Learning Centre","No","Yes","Yes","Yes",3,44.8,54.7,17,22,5.5,0,27,34,2.9,4,61.8,55.3,3,3,"Moderate","Excellent","No","Yes","Yes","Neutral",5.2,"Yes - minor barrier",64,10,3
"WGE-0939",2024-11-14,"Bandarban","Naikhongchhari","Household (Parent/Guardian)",36,"Female","Tripura","Government Secondary School","No","Yes","Yes","Yes",4,66.8,80.5,12,14,19,11.4,70,91,5.2,6.4,32.6,28.1,4,3,"Good","Excellent","Yes","No","No","Supports",3.1,"No barrier",75,5,5
"WGE-0940",2024-09-07,"Rangamati","Kaptai","Household (Parent/Guardian)",19,"Male","Bawm","Madrasa","Yes","No","No","Yes",4,78.7,93.8,18,21,23,14.6,50,60,5.1,7.9,26.4,22.9,3,4,"Moderate","Excellent","No","No","No","Strongly supports",5,"Yes - major barrier",37,4,4
"WGE-0941",2024-10-13,"Khagrachari","Mahalchhari","School Student (Girl)",15,"Female","Bengali","NGO-run School","Yes","Yes","Yes","Yes",3,70.3,75.6,14,16,12.2,5.8,41,63,4.6,5.9,39,22.7,3,3,"Poor","Excellent","No","Yes","Yes","Neutral",1,"No barrier",38,10,4
"WGE-0942",2024-11-12,"Bandarban","Lama","School Student (Girl)",14,"Female","Marma","Government Primary School","No","No","No","No",2,57.4,64.4,15,18,12.1,2.8,41,45,4.5,6.3,20.9,21.9,3,5,"Good","Moderate","Yes","No","Yes","Does not support",1.7,"Yes - minor barrier",69,13,4
"WGE-0943",2024-09-03,"Rangamati","Baghaichhari","School Student (Girl)",10,"Female","Marma","NGO-run School","No","No","No","Yes",3,60.1,67.4,15,17,22.6,19.6,46,59,5.3,8.8,13.1,0,1,4,"Poor","Excellent","Yes","Yes","No","Supports",4,"Yes - major barrier",41,6,5
"WGE-0944",2024-10-12,"Bandarban","Lama","School Student (Girl)",12,"Female","Tripura","Government Primary School","No","Yes","Yes","Yes",3,85.8,92,17,20,16.2,13.6,33,39,1.7,2.5,51.7,42.6,5,5,"Poor","Good","No","Yes","Yes","Neutral",4.6,"Yes - major barrier",44,12,5
"WGE-0945",2024-09-27,"Rangamati","Longadu","Mother Club Member",26,"Female","Tripura","NGO-run School","No","Yes","No","Yes",3,71.6,85.4,15,18,16.2,10.7,43,54,4.3,7,32.1,22.7,2,5,"Poor","Good","Yes","No","No","Supports",3.8,"No barrier",36,10,4
"WGE-0946",2024-10-18,"Bandarban","Naikhongchhari","School Student (Girl)",13,"Female","Marma","Government Primary School","Yes","No","No","No",2,62.8,75.1,13,14,22.8,18.8,52,60,4.5,5.3,51.3,49.5,2,4,"Moderate","Excellent","Yes","Yes","No","Supports",0.2,"No barrier",37,14,5
"WGE-0947",2024-12-01,"Rangamati","Naniarchar","Reproductive Health Community Worker (RHCW)",34,"Female","Tanchangya","NGO-run School","Yes","No","No","No",1,67,83.1,14,17,22.4,23.3,42,46,3.9,4.8,51.8,42.9,2,3,"Poor","Excellent","Yes","Yes","Yes","Neutral",2.6,"Yes - major barrier",29,9,5
"WGE-0948",2024-09-07,"Rangamati","Baghaichhari","Household (Parent/Guardian)",34,"Female","Chakma","Community Learning Centre","No","Yes","No","No",3,69.2,76.1,11,13,19.9,11.2,56,56,5.3,7.4,41.7,26.1,2,2,"Moderate","Excellent","No","Yes","Yes","Neutral",1.1,"No barrier",31,14,3
"WGE-0949",2024-11-28,"Rangamati","Rajasthali","Household (Parent/Guardian)",41,"Male","Chak","Government Secondary School","Yes","No","No","Partially",2,58.6,76.7,14,14,23.9,17.6,61,68,6.1,7.5,42.6,38.6,3,3,"Excellent","Good","Yes","Yes","Yes","Does not support",4.9,"No barrier",52,12,4
"WGE-0950",2024-11-08,"Khagrachari","Mahalchhari","School Student (Girl)",14,"Female","Tanchangya","Government Primary School","Yes","No","No","No",2,57.8,69.5,14,17,28.7,21.8,47,49,1.8,2.3,53.1,47.7,2,1,"Poor","Poor","Yes","Yes","Yes","Supports",2.1,"No barrier",32,7,4
"WGE-0951",2024-09-14,"Bandarban","Bandarban Sadar","School Student (Boy)",14,"Male","Chakma","Government Secondary School","Yes","Yes","No","No",4,65.2,74.8,19,22,25.1,16.6,54,72,0.5,1.7,32.3,16.5,3,4,"Excellent","Moderate","No","Yes","Partially","Supports",0.2,"No barrier",30,4,4
