"respondent_id","interview_date","district","upazila","respondent_type","age","sex","ethnicity","education_level","household_size","monthly_income_bdt","years_in_programme","forest_land_managed_acres","tree_species_planted","seedlings_distributed","seedling_survival_rate_pct","biodiversity_index_baseline","biodiversity_index_endline","forest_cover_change","watershed_comanagement","ntfp_income_bdt","eco_enterprise_involved","sustainable_ag_practices","conservation_knowledge_baseline","conservation_knowledge_endline","attitude_conservation_baseline","attitude_conservation_endline","community_rules_exist","resource_conflict_12mo","satisfaction_forest_mgmt","satisfaction_score","training_received","climate_impact_on_biodiversity"
"BER-0304",2024-09-15,"Rangamati","Kaptai","Local NGO Representative",38,"Female","Lushai","No formal education",4,4463,2,8.7,1,525,98,54,62,"No change","Not participating",1191,"No",2,9,12,3,3,"No","Yes",4,4,"Yes","Moderate"
"BER-0305",2024-10-17,"Rangamati","Barkal","Community Forest Management Group",42,"Female","Chakma","Primary (Class 1-5)",3,15347,4,7.3,2,379,69.2,47,69,"Significantly increased","Occasional",2902,"No",2,5,9,2,4,"Yes","No",3,4,"Yes","Severe"
"BER-0306",2024-11-01,"Bandarban","Naikhongchhari","Community Forest Management Group",43,"Male","Tanchangya","SSC/Equivalent",6,3500,3,7.4,12,462,95.9,51,64,"Moderately increased","Active",3916,"No",5,3,6,5,5,"Yes","No",4,5,"Yes","Severe"
"BER-0307",2024-10-07,"Rangamati","Baghaichhari","Youth Eco-Entrepreneur",45,"Female","Chakma","No formal education",3,15029,4,12.5,8,155,73.9,59,81,"Moderately increased","Occasional",1855,"Yes",2,9,12,5,4,"Yes","No",5,5,"Yes","Moderate"
"BER-0308",2024-10-27,"Rangamati","Naniarchar","Community Forest Management Group",45,"Male","Chakma","Secondary (Class 6-10)",6,12381,4,6.9,5,490,84.6,33,46,"Moderately increased","Active",4617,"No",2,8,13,3,5,"Yes","No",4,4,"No","Severe"
"BER-0309",2024-10-06,"Bandarban","Bandarban Sadar","Biodiversity Conservation Group (BCG)",32,"Male","Marma","SSC/Equivalent",4,15567,3,1.3,5,358,92.4,35,43,"Significantly decreased","Not participating",3185,"No",6,6,10,2,4,"Yes","No",3,4,"No","Severe"
"BER-0310",2024-10-02,"Rangamati","Baghaichhari","Youth Eco-Entrepreneur",42,"Male","Murung","Secondary (Class 6-10)",7,11213,1,10.1,2,361,91.6,39,43,"No change","Active",3557,"Yes",3,13,20,2,5,"Under development","No",5,2,"No","No impact observed"
"BER-0311",2024-09-08,"Khagrachari","Dighinala","Community Forest Management Group",28,"Female","Bengali","Secondary (Class 6-10)",6,9016,3,9.8,5,532,47.9,36,45,"Moderately increased","Active",4651,"No",2,11,14,4,4,"Yes","No",3,3,"Yes","No impact observed"
"BER-0312",2024-10-15,"Rangamati","Naniarchar","Biodiversity Conservation Group (BCG)",39,"Male","Marma","HSC/Equivalent",5,11922,3,7.8,10,452,56,40,50,"Slightly decreased","Active",2152,"Yes",3,13,17,2,5,"Yes","No",2,1,"Yes","Moderate"
"BER-0313",2024-11-15,"Khagrachari","Dighinala","Community Forest Management Group",39,"Male","Bengali","SSC/Equivalent",3,4946,4,18.6,4,440,76.2,42,52,"No change","Active",2880,"Yes",5,6,9,4,3,"Under development","Yes",4,4,"Yes","Moderate"
"BER-0314",2024-10-17,"Rangamati","Barkal","Community Forest Management Group",35,"Female","Chakma","Secondary (Class 6-10)",4,7518,3,15.3,5,188,71.9,10,27,"No change","Active",5076,"No",3,6,12,4,5,"Yes","No",3,3,"Yes","Mild"
"BER-0315",2024-09-26,"Khagrachari","Guimara","Biodiversity Conservation Group (BCG)",46,"Female","Chakma","No formal education",5,8411,2,11.4,10,406,79.2,52,57,"Significantly increased","Not participating",2038,"Yes",3,10,13,1,5,"Yes","No",2,4,"Yes","Moderate"
"BER-0316",2024-10-31,"Rangamati","Belaichhari","Local NGO Representative",39,"Female","Bengali","Secondary (Class 6-10)",5,13680,2,0.5,5,117,69.5,60,64,"Slightly decreased","Not participating",1931,"Yes",4,9,11,2,3,"Yes","No",4,4,"Yes","Moderate"
"BER-0317",2024-11-02,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",27,"Male","Marma","SSC/Equivalent",4,11632,4,10.6,9,425,80.6,34,36,"Moderately increased","Not participating",849,"Yes",0,7,9,2,2,"No","No",4,4,"Yes","Severe"
"BER-0318",2024-10-15,"Bandarban","Bandarban Sadar","Biodiversity Conservation Group (BCG)",42,"Female","Murung","No formal education",5,17811,2,16.9,5,600,77.1,31,38,"Significantly increased","Not participating",2798,"Yes",2,9,14,1,4,"No","No",3,3,"Yes","Severe"
"BER-0319",2024-10-08,"Khagrachari","Panchhari","Community Forest Management Group",44,"Male","Marma","Secondary (Class 6-10)",5,3500,4,8.5,4,310,75.6,49,61,"Moderately increased","Active",3368,"No",6,8,10,3,4,"Yes","No",5,4,"No","Severe"
"BER-0320",2024-09-14,"Rangamati","Baghaichhari","Community Forest Management Group",38,"Male","Tripura","SSC/Equivalent",3,11618,1,9.7,7,242,95.1,34,38,"Moderately increased","Active",2253,"No",4,12,15,3,4,"Yes","No",4,4,"Yes","Moderate"
"BER-0321",2024-10-14,"Bandarban","Rowangchhari","Biodiversity Conservation Group (BCG)",39,"Male","Tripura","No formal education",7,14957,3,5.9,7,510,66.9,32,48,"Moderately increased","Active",3256,"Yes",2,11,17,4,2,"Yes","No",4,3,"Yes","Severe"
"BER-0322",2024-11-26,"Khagrachari","Panchhari","Community Forest Management Group",43,"Female","Marma","No formal education",5,13668,3,3.1,6,260,53.7,46,50,"Moderately increased","Active",2789,"No",2,10,13,5,4,"Under development","Yes",4,5,"Yes","Mild"
"BER-0323",2024-10-15,"Khagrachari","Panchhari","Community Forest Management Group",37,"Female","Chak","No formal education",5,16059,1,7.2,3,187,89,64,65,"No change","Active",4474,"No",2,13,16,3,5,"Under development","Yes",1,5,"Yes","Moderate"
"BER-0324",2024-10-27,"Bandarban","Bandarban Sadar","Community Leader/Headman",56,"Male","Marma","Primary (Class 1-5)",5,3500,4,6.2,5,413,62.1,56,66,"No change","Active",2862,"Yes",2,10,14,1,5,"Yes","No",2,4,"Yes","Mild"
"BER-0325",2024-10-04,"Bandarban","Thanchi","Youth Eco-Entrepreneur",25,"Male","Chakma","Secondary (Class 6-10)",3,18719,2,5,9,339,80.8,41,47,"Slightly decreased","Active",4281,"No",3,5,8,4,5,"No","Yes",5,4,"Yes","Severe"
"BER-0326",2024-11-02,"Khagrachari","Dighinala","Local NGO Representative",40,"Male","Tripura","Primary (Class 1-5)",5,11314,2,11.5,5,359,59.7,25,29,"Slightly decreased","Occasional",4465,"No",1,8,12,1,3,"Yes","No",4,3,"Yes","Severe"
"BER-0327",2024-10-23,"Bandarban","Thanchi","Local NGO Representative",40,"Male","Tripura","SSC/Equivalent",4,16432,3,10.8,4,523,53.4,29,28,"No change","Active",2895,"No",3,9,11,4,4,"Yes","Yes",4,3,"Yes","Severe"
"BER-0328",2024-10-06,"Khagrachari","Panchhari","Biodiversity Conservation Group (BCG)",40,"Female","Marma","Secondary (Class 6-10)",5,18392,3,8.7,8,202,86.7,42,58,"Slightly decreased","Occasional",2360,"No",4,9,14,3,5,"Under development","Yes",5,4,"Yes","No impact observed"
"BER-0329",2024-11-19,"Rangamati","Kaptai","Biodiversity Conservation Group (BCG)",49,"Male","Marma","SSC/Equivalent",5,3529,2,11.4,6,246,61.2,25,30,"Moderately increased","Occasional",2451,"No",3,10,16,5,5,"No","No",4,4,"Yes","No impact observed"
"BER-0330",2024-09-09,"Bandarban","Rowangchhari","Community Forest Management Group",38,"Male","Tripura","HSC/Equivalent",4,9329,2,3.8,6,353,63.1,37,47,"Significantly increased","Active",2362,"No",4,15,19,5,5,"Yes","Yes",3,5,"Yes","Moderate"
"BER-0331",2024-11-10,"Rangamati","Belaichhari","Biodiversity Conservation Group (BCG)",48,"Male","Chakma","Secondary (Class 6-10)",4,14112,3,6.4,3,189,77.8,36,48,"No change","Occasional",4241,"No",4,7,11,2,2,"Under development","No",5,1,"No","Mild"
"BER-0332",2024-10-04,"Bandarban","Bandarban Sadar","Biodiversity Conservation Group (BCG)",41,"Female","Marma","Primary (Class 1-5)",5,13657,3,9,10,347,63.2,31,40,"Slightly decreased","Active",1766,"Yes",0,5,9,3,5,"No","No",5,5,"Yes","Mild"
"BER-0333",2024-11-21,"Bandarban","Thanchi","Biodiversity Conservation Group (BCG)",39,"Female","Marma","Secondary (Class 6-10)",5,18038,3,8.9,7,198,77.2,39,51,"Moderately increased","Not participating",597,"No",3,14,17,2,5,"Yes","Yes",3,2,"No","Moderate"
"BER-0334",2024-11-22,"Rangamati","Naniarchar","Community Forest Management Group",41,"Female","Marma","Primary (Class 1-5)",6,15176,4,8.9,8,243,86.7,50,61,"Slightly decreased","Occasional",3017,"Yes",1,10,14,3,5,"Yes","No",5,5,"Yes","Moderate"
"BER-0335",2024-09-22,"Bandarban","Ruma","Forest Department Staff",62,"Female","Chakma","SSC/Equivalent",6,16754,1,6.3,12,101,41.2,35,40,"Significantly increased","Occasional",3326,"Yes",2,10,14,4,2,"Yes","No",4,4,"No","Severe"
"BER-0336",2024-09-16,"Rangamati","Barkal","Biodiversity Conservation Group (BCG)",44,"Male","Chakma","Graduate and above",4,15828,4,9,5,398,62.2,50,55,"No change","Active",1732,"No",4,13,19,4,3,"No","No",5,4,"Yes","Mild"
"BER-0337",2024-11-25,"Rangamati","Kaptai","Biodiversity Conservation Group (BCG)",42,"Male","Tripura","HSC/Equivalent",5,10622,1,11.2,12,389,81.6,63,66,"Moderately increased","Occasional",2658,"No",3,14,18,4,4,"Under development","No",1,5,"Yes","Severe"
"BER-0338",2024-10-17,"Khagrachari","Guimara","Biodiversity Conservation Group (BCG)",44,"Female","Chakma","Primary (Class 1-5)",7,17288,1,11.1,7,116,52.5,45,48,"Moderately increased","Active",2483,"No",3,1,5,4,4,"No","No",5,3,"No","Moderate"
"BER-0339",2024-11-09,"Khagrachari","Panchhari","Youth Eco-Entrepreneur",40,"Female","Tripura","Primary (Class 1-5)",5,7332,3,14.9,10,669,93.9,44,56,"No change","Active",551,"Yes",2,11,15,4,4,"Yes","No",2,3,"Yes","No impact observed"
"BER-0340",2024-10-03,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",52,"Female","Chakma","Graduate and above",2,17652,4,6.1,6,493,89.6,14,23,"Moderately increased","Active",4314,"No",4,11,12,5,3,"Yes","No",4,4,"Yes","No impact observed"
"BER-0341",2024-09-06,"Khagrachari","Guimara","Community Leader/Headman",39,"Male","Chakma","Primary (Class 1-5)",3,15741,3,16.1,4,349,87,59,74,"Moderately increased","Occasional",4180,"No",4,9,12,4,3,"Yes","No",5,4,"Yes","No impact observed"
"BER-0342",2024-09-18,"Khagrachari","Ramgarh","Youth Eco-Entrepreneur",51,"Female","Tanchangya","SSC/Equivalent",5,14050,1,7.3,5,257,73.9,38,40,"Moderately increased","Active",3861,"Yes",2,11,15,3,4,"Under development","Yes",5,4,"Yes","Moderate"
"BER-0343",2024-11-03,"Khagrachari","Panchhari","Biodiversity Conservation Group (BCG)",19,"Male","Marma","Primary (Class 1-5)",5,15484,3,14.5,12,224,98,57,61,"No change","Occasional",2112,"Yes",4,9,11,3,4,"No","Yes",3,3,"Yes","Severe"
"BER-0344",2024-10-21,"Khagrachari","Panchhari","Community Forest Management Group",43,"Male","Chakma","No formal education",4,10259,3,9,5,228,69.5,61,72,"Moderately increased","Active",2440,"No",2,10,13,1,4,"Yes","No",4,4,"No","Mild"
"BER-0345",2024-10-29,"Bandarban","Bandarban Sadar","Biodiversity Conservation Group (BCG)",28,"Male","Lushai","Graduate and above",5,6575,1,5.4,10,319,44.2,69,73,"No change","Occasional",2671,"Yes",3,12,16,3,5,"Under development","No",5,5,"Yes","Mild"
"BER-0346",2024-09-22,"Rangamati","Belaichhari","Community Forest Management Group",37,"Male","Lushai","SSC/Equivalent",6,18023,3,0.5,9,579,81.7,46,52,"Moderately increased","Active",1118,"No",1,11,15,1,4,"Yes","No",4,3,"Yes","Moderate"
"BER-0347",2024-10-15,"Khagrachari","Panchhari","Community Leader/Headman",59,"Male","Tripura","Secondary (Class 6-10)",4,13821,3,6.8,14,504,70.6,19,30,"Moderately increased","Not participating",2162,"No",3,9,12,3,4,"Yes","No",4,4,"Yes","Mild"
"BER-0348",2024-10-06,"Bandarban","Bandarban Sadar","Biodiversity Conservation Group (BCG)",51,"Male","Lushai","Primary (Class 1-5)",4,22946,1,7.7,4,445,66.3,44,46,"Moderately increased","Active",1307,"No",3,11,15,1,4,"Yes","No",5,5,"Yes","Mild"
"BER-0349",2024-11-05,"Khagrachari","Panchhari","Community Leader/Headman",48,"Female","Murung","Graduate and above",5,19258,3,3.1,6,364,67.4,41,48,"Significantly increased","Occasional",2979,"No",3,12,16,4,4,"Yes","Yes",4,4,"No","No impact observed"
"BER-0350",2024-09-25,"Bandarban","Bandarban Sadar","Biodiversity Conservation Group (BCG)",49,"Male","Tripura","Primary (Class 1-5)",4,17859,3,4.7,9,267,70.8,46,47,"Significantly increased","Active",2691,"No",0,13,16,2,4,"Yes","No",4,4,"Yes","Mild"
"BER-0351",2024-09-19,"Khagrachari","Guimara","Community Leader/Headman",34,"Male","Tripura","Primary (Class 1-5)",3,4624,3,9.4,6,313,68.4,42,51,"No change","Occasional",2181,"No",1,8,11,3,5,"Yes","Yes",3,1,"No","Mild"
"BER-0352",2024-09-10,"Bandarban","Bandarban Sadar","Community Forest Management Group",39,"Female","Marma","Secondary (Class 6-10)",9,17430,2,6,8,229,65.7,19,24,"Moderately increased","Occasional",2878,"No",5,6,8,3,3,"No","No",5,4,"Yes","Moderate"
"BER-0353",2024-09-30,"Rangamati","Barkal","Community Leader/Headman",23,"Male","Bengali","SSC/Equivalent",6,13831,4,5.1,6,184,80.1,53,65,"Moderately increased","Not participating",4160,"Yes",4,15,19,3,5,"No","No",5,4,"No","Mild"
"BER-0354",2024-10-23,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",50,"Male","Tanchangya","SSC/Equivalent",5,15122,2,9.8,9,610,85.7,62,66,"Moderately increased","Occasional",1319,"Yes",2,7,10,4,3,"No","Yes",4,3,"Yes","Mild"
"BER-0355",2024-11-04,"Khagrachari","Guimara","Youth Eco-Entrepreneur",45,"Female","Marma","Primary (Class 1-5)",7,13191,3,9.4,7,265,77.2,59,74,"Moderately increased","Active",3523,"Yes",3,11,16,2,4,"Yes","No",2,5,"No","Mild"
"BER-0356",2024-09-21,"Rangamati","Naniarchar","Youth Eco-Entrepreneur",54,"Female","Tripura","No formal education",6,13123,3,4.8,10,411,90.9,47,64,"Moderately increased","Active",2387,"Yes",3,16,20,5,4,"Yes","No",3,4,"Yes","Mild"
"BER-0357",2024-10-16,"Rangamati","Naniarchar","Forest Department Staff",40,"Male","Marma","HSC/Equivalent",5,14089,3,8.4,5,409,59.9,54,56,"Significantly increased","Not participating",1931,"No",3,12,15,1,3,"Under development","No",4,3,"Yes","Mild"
"BER-0358",2024-10-08,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",29,"Male","Chak","SSC/Equivalent",5,19252,2,5.3,6,120,77.2,28,35,"Moderately increased","Occasional",2512,"Yes",3,10,15,2,5,"Under development","No",4,5,"No","Moderate"
"BER-0359",2024-09-22,"Rangamati","Belaichhari","Biodiversity Conservation Group (BCG)",30,"Female","Tripura","No formal education",7,15060,3,8.2,10,281,78.8,58,66,"Moderately increased","Active",3366,"No",2,11,14,3,4,"Yes","No",5,4,"Yes","No impact observed"
"BER-0360",2024-11-06,"Rangamati","Naniarchar","Community Leader/Headman",47,"Female","Marma","SSC/Equivalent",6,18146,3,0.5,5,421,63,49,62,"Significantly increased","Active",2673,"Yes",1,7,11,4,4,"Yes","Yes",5,4,"Yes","Moderate"
"BER-0361",2024-09-10,"Bandarban","Ruma","Community Forest Management Group",30,"Female","Tanchangya","HSC/Equivalent",3,9881,1,10.1,1,345,70.5,32,35,"Slightly decreased","Occasional",4875,"Yes",0,16,18,3,4,"Yes","No",5,4,"Yes","Mild"
"BER-0362",2024-11-11,"Rangamati","Rajasthali","Biodiversity Conservation Group (BCG)",44,"Male","Chakma","Primary (Class 1-5)",5,16972,1,17.3,11,245,69.3,47,49,"Significantly increased","Not participating",3314,"Yes",2,17,20,4,4,"No","No",4,4,"Yes","Moderate"
"BER-0363",2024-11-20,"Khagrachari","Dighinala","Community Leader/Headman",39,"Male","Khumi","Secondary (Class 6-10)",3,12608,1,13.8,10,192,67.2,49,51,"Moderately increased","Active",1493,"Yes",6,15,20,1,5,"No","No",4,3,"Yes","Mild"
"BER-0364",2024-11-26,"Bandarban","Ruma","Forest Department Staff",46,"Male","Tripura","SSC/Equivalent",3,10121,2,12.6,5,446,64.9,34,43,"No change","Active",2594,"Yes",1,16,20,2,4,"No","No",5,4,"Yes","Mild"
"BER-0365",2024-10-27,"Khagrachari","Khagrachari Sadar","Community Forest Management Group",25,"Male","Chakma","HSC/Equivalent",5,14111,3,6.6,5,270,76.6,34,45,"Moderately increased","Occasional",4410,"Yes",1,8,13,2,5,"Yes","No",5,5,"Yes","Moderate"
"BER-0366",2024-10-15,"Rangamati","Kaptai","Biodiversity Conservation Group (BCG)",30,"Male","Tanchangya","SSC/Equivalent",6,4059,2,0.5,8,50,68.5,70,79,"Significantly decreased","Not participating",3146,"No",3,9,13,4,5,"Under development","No",5,4,"Yes","Moderate"
"BER-0367",2024-10-24,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",45,"Female","Chakma","SSC/Equivalent",4,15851,4,1.2,9,288,98,30,36,"Moderately increased","Active",3969,"Yes",0,8,12,2,4,"Yes","Yes",4,5,"Yes","Mild"
"BER-0368",2024-10-01,"Rangamati","Baghaichhari","Local NGO Representative",62,"Female","Marma","Secondary (Class 6-10)",5,10079,3,11.5,5,347,59.7,35,50,"No change","Active",3418,"No",6,7,8,1,5,"Yes","No",5,1,"No","Moderate"
"BER-0369",2024-11-26,"Rangamati","Baghaichhari","Biodiversity Conservation Group (BCG)",68,"Female","Bengali","Primary (Class 1-5)",5,9738,3,7.6,5,515,37.5,41,47,"Moderately increased","Occasional",2639,"No",1,14,15,5,4,"Under development","No",5,5,"Yes","Severe"
"BER-0370",2024-09-22,"Bandarban","Ruma","Community Forest Management Group",37,"Female","Chakma","Secondary (Class 6-10)",6,17724,2,5.2,4,277,48,46,57,"Moderately increased","Occasional",1326,"No",1,12,13,2,5,"No","No",4,4,"Yes","Severe"
"BER-0371",2024-11-13,"Rangamati","Rajasthali","Youth Eco-Entrepreneur",46,"Female","Tanchangya","SSC/Equivalent",7,15229,3,0.9,3,287,59.2,32,39,"Significantly increased","Not participating",3811,"No",1,9,14,4,4,"Under development","No",3,4,"Yes","Mild"
"BER-0372",2024-11-04,"Rangamati","Barkal","Community Forest Management Group",29,"Female","Tripura","Secondary (Class 6-10)",6,10585,2,17.4,1,381,78.6,22,28,"No change","Active",2982,"Yes",2,13,16,4,4,"No","No",4,3,"Yes","Severe"
"BER-0373",2024-09-24,"Khagrachari","Ramgarh","Community Leader/Headman",41,"Female","Tanchangya","No formal education",3,7132,1,17.8,7,210,58.3,44,47,"Significantly decreased","Occasional",1673,"No",3,10,14,4,3,"Yes","Yes",4,4,"No","Moderate"
"BER-0374",2024-09-26,"Khagrachari","Ramgarh","Forest Department Staff",41,"Female","Khumi","Secondary (Class 6-10)",6,18224,4,6.9,7,399,88.6,60,72,"No change","Active",4668,"No",1,10,15,1,3,"Yes","No",3,4,"Yes","Severe"
"BER-0375",2024-09-28,"Bandarban","Bandarban Sadar","Youth Eco-Entrepreneur",31,"Male","Murung","No formal education",6,10810,3,13.7,9,305,92.1,49,57,"No change","Active",2865,"Yes",2,10,14,4,4,"Under development","Yes",2,3,"No","Mild"
"BER-0376",2024-11-08,"Khagrachari","Guimara","Community Forest Management Group",43,"Male","Marma","Secondary (Class 6-10)",6,17345,4,11.5,2,107,84,28,36,"Moderately increased","Occasional",2943,"Yes",2,15,20,4,4,"Yes","Yes",4,1,"Yes","Severe"
"BER-0377",2024-09-24,"Khagrachari","Guimara","Forest Department Staff",44,"Male","Bengali","Primary (Class 1-5)",5,17164,1,14.1,6,344,53.1,27,30,"Significantly decreased","Active",2119,"No",3,12,15,2,4,"Yes","No",4,2,"Yes","Mild"
"BER-0378",2024-09-21,"Khagrachari","Guimara","Youth Eco-Entrepreneur",43,"Female","Tripura","HSC/Equivalent",6,13452,3,2.9,10,325,98,70,73,"No change","Occasional",4471,"Yes",2,12,17,5,4,"Yes","No",5,4,"Yes","Moderate"
"BER-0379",2024-10-19,"Rangamati","Naniarchar","Community Forest Management Group",49,"Female","Bawm","Primary (Class 1-5)",5,18300,2,5.3,4,284,51.6,55,60,"Moderately increased","Not participating",2132,"No",2,5,8,5,4,"Yes","Yes",4,4,"No","Severe"
"BER-0380",2024-10-13,"Khagrachari","Dighinala","Youth Eco-Entrepreneur",53,"Male","Tripura","Primary (Class 1-5)",4,14940,4,10.7,4,642,80.1,35,53,"Significantly increased","Active",1859,"No",4,16,20,1,2,"No","No",2,2,"Yes","Moderate"
"BER-0381",2024-11-12,"Bandarban","Naikhongchhari","Youth Eco-Entrepreneur",35,"Male","Tripura","Primary (Class 1-5)",6,13370,1,8,8,176,84.2,50,52,"Significantly decreased","Not participating",2999,"Yes",5,13,17,5,4,"Yes","No",3,1,"Yes","Mild"
"BER-0382",2024-11-03,"Bandarban","Bandarban Sadar","Youth Eco-Entrepreneur",23,"Male","Tripura","No formal education",4,13212,1,2.6,3,435,49.4,45,49,"No change","Occasional",2342,"No",2,17,20,2,4,"Yes","No",4,4,"Yes","Moderate"
"BER-0383",2024-09-12,"Khagrachari","Guimara","Youth Eco-Entrepreneur",33,"Female","Chakma","Primary (Class 1-5)",8,14342,4,18,9,441,95.8,49,60,"Moderately increased","Occasional",3186,"Yes",2,14,20,2,4,"Yes","No",4,4,"Yes","Mild"
"BER-0384",2024-11-16,"Rangamati","Kaptai","Community Leader/Headman",45,"Male","Lushai","HSC/Equivalent",4,7264,4,13.3,6,470,69.3,41,45,"Moderately increased","Not participating",3070,"No",4,9,15,3,4,"No","No",3,2,"No","Moderate"
"BER-0385",2024-11-02,"Khagrachari","Ramgarh","Biodiversity Conservation Group (BCG)",41,"Male","Tripura","No formal education",8,8497,3,8.3,10,458,81.2,73,80,"Significantly increased","Active",1698,"No",4,11,15,5,5,"Yes","No",4,3,"No","Moderate"
"BER-0386",2024-10-13,"Bandarban","Rowangchhari","Community Leader/Headman",59,"Male","Marma","Secondary (Class 6-10)",5,14163,1,8.6,10,166,79.9,47,52,"No change","Active",2171,"No",4,14,19,1,4,"Under development","No",1,3,"Yes","Severe"
"BER-0387",2024-09-09,"Bandarban","Ruma","Youth Eco-Entrepreneur",30,"Male","Tripura","Primary (Class 1-5)",7,10895,3,14.6,3,379,67.3,40,49,"Significantly decreased","Active",1347,"No",1,7,8,5,3,"No","No",2,4,"Yes","No impact observed"
"BER-0388",2024-11-14,"Bandarban","Ruma","Biodiversity Conservation Group (BCG)",47,"Female","Tripura","Primary (Class 1-5)",5,16549,2,8.4,6,310,68.1,36,41,"Moderately increased","Occasional",3928,"No",3,17,20,4,3,"Under development","Yes",4,4,"No","Mild"
"BER-0389",2024-11-11,"Bandarban","Bandarban Sadar","Youth Eco-Entrepreneur",26,"Male","Chakma","No formal education",4,5993,1,14.8,1,354,88,49,52,"Significantly increased","Occasional",1246,"Yes",3,16,17,2,4,"No","No",3,5,"No","Moderate"
"BER-0390",2024-11-25,"Rangamati","Naniarchar","Community Forest Management Group",36,"Female","Marma","Graduate and above",5,5649,3,13,9,417,57.9,33,38,"Moderately increased","Active",2253,"Yes",4,9,11,2,5,"Yes","No",4,3,"Yes","Moderate"
"BER-0391",2024-11-11,"Bandarban","Ruma","Local NGO Representative",29,"Male","Marma","Primary (Class 1-5)",5,17109,2,6.9,5,438,68.2,12,19,"Moderately increased","Not participating",3898,"No",3,8,11,4,5,"Under development","No",4,2,"Yes","Moderate"
"BER-0392",2024-10-29,"Rangamati","Naniarchar","Youth Eco-Entrepreneur",50,"Male","Murung","HSC/Equivalent",4,10372,2,6.1,10,337,95.3,65,66,"Significantly increased","Occasional",3011,"No",2,10,16,4,5,"Yes","No",5,3,"Yes","Moderate"
"BER-0393",2024-09-05,"Khagrachari","Khagrachari Sadar","Community Forest Management Group",47,"Male","Marma","HSC/Equivalent",3,11050,3,5.7,2,74,58.6,33,46,"Moderately increased","Occasional",529,"No",4,11,14,3,5,"No","No",4,4,"No","Mild"
"BER-0394",2024-10-26,"Khagrachari","Panchhari","Biodiversity Conservation Group (BCG)",41,"Male","Lushai","Secondary (Class 6-10)",6,5331,3,3,7,129,81.2,28,39,"No change","Occasional",1741,"No",3,13,16,3,5,"Yes","No",3,4,"Yes","Moderate"
"BER-0395",2024-10-22,"Khagrachari","Panchhari","Youth Eco-Entrepreneur",29,"Male","Tripura","Secondary (Class 6-10)",7,18806,3,4.7,9,372,48.1,53,63,"Moderately increased","Occasional",2884,"Yes",2,8,9,1,3,"Yes","No",4,4,"No","No impact observed"
"BER-0396",2024-10-01,"Rangamati","Belaichhari","Biodiversity Conservation Group (BCG)",37,"Male","Murung","HSC/Equivalent",6,6263,4,10.9,11,524,79.3,47,62,"Moderately increased","Not participating",2887,"Yes",3,9,13,5,4,"Yes","No",3,4,"No","Moderate"
"BER-0397",2024-10-01,"Bandarban","Thanchi","Youth Eco-Entrepreneur",37,"Male","Chakma","No formal education",4,19926,2,10,6,342,85,25,30,"Significantly decreased","Active",3264,"No",3,3,8,4,5,"Yes","Yes",5,5,"No","Severe"
"BER-0398",2024-11-12,"Bandarban","Rowangchhari","Local NGO Representative",48,"Male","Bengali","Primary (Class 1-5)",7,4547,3,3.4,12,218,83.4,32,41,"Moderately increased","Active",1921,"No",3,16,20,3,5,"Under development","Yes",4,5,"Yes","Severe"
"BER-0399",2024-11-22,"Bandarban","Thanchi","Community Leader/Headman",22,"Female","Tripura","Secondary (Class 6-10)",6,12419,3,4.2,3,373,67.8,51,64,"Moderately increased","Occasional",2864,"Yes",2,16,20,2,4,"Yes","Yes",3,5,"Yes","Severe"
"BER-0400",2024-11-07,"Bandarban","Naikhongchhari","Community Leader/Headman",42,"Female","Marma","Secondary (Class 6-10)",4,18652,2,8.2,7,190,85.5,43,46,"Significantly increased","Not participating",2780,"No",3,6,13,4,5,"Under development","No",3,4,"Yes","Mild"
"BER-0401",2024-10-12,"Bandarban","Rowangchhari","Youth Eco-Entrepreneur",44,"Female","Chakma","Secondary (Class 6-10)",6,12489,3,9.6,8,403,77.3,64,73,"Moderately increased","Active",2106,"No",2,18,20,4,5,"Under development","Yes",5,4,"Yes","Mild"
"BER-0402",2024-10-23,"Bandarban","Bandarban Sadar","Youth Eco-Entrepreneur",25,"Female","Bawm","No formal education",6,12780,2,5.5,5,339,68.3,26,34,"No change","Occasional",2157,"Yes",3,7,12,2,4,"No","No",4,4,"Yes","Mild"
"BER-0403",2024-10-31,"Rangamati","Naniarchar","Biodiversity Conservation Group (BCG)",42,"Female","Tripura","SSC/Equivalent",4,16573,3,1.4,5,615,61,46,56,"No change","Active",2342,"No",2,12,15,3,5,"Yes","Yes",4,2,"Yes","Mild"
"BER-0404",2024-10-24,"Khagrachari","Panchhari","Youth Eco-Entrepreneur",49,"Female","Marma","Secondary (Class 6-10)",4,10033,4,0.5,4,507,71.4,27,39,"Moderately increased","Active",5305,"Yes",1,8,13,3,5,"Yes","Yes",3,4,"No","Moderate"
"BER-0405",2024-11-20,"Rangamati","Naniarchar","Local NGO Representative",35,"Male","Marma","Secondary (Class 6-10)",6,9838,4,9.7,3,536,98,43,60,"Moderately increased","Occasional",1105,"No",3,11,12,3,4,"Yes","No",4,3,"No","Mild"
